"gvkey","date","followers","ID"
1161,20170329,507788,"1161 20170329"
1161,20170330,507992,"1161 20170330"
1161,20170331,508171,"1161 20170331"
1161,20170403,509029,"1161 20170403"
1161,20170404,509110,"1161 20170404"
1161,20170405,509509,"1161 20170405"
1161,20170406,509769,"1161 20170406"
1161,20170407,510120,"1161 20170407"
1161,20170409,510731,"1161 20170409"
1161,20170410,510923,"1161 20170410"
1161,20170411,511200,"1161 20170411"
1161,20170412,511456,"1161 20170412"
1161,20170413,511674,"1161 20170413"
1161,20170414,511811,"1161 20170414"
1161,20170415,511891,"1161 20170415"
1161,20170416,512071,"1161 20170416"
1161,20170417,512431,"1161 20170417"
1161,20170418,512537,"1161 20170418"
1161,20170419,512941,"1161 20170419"
1161,20170420,513167,"1161 20170420"
1161,20170421,513829,"1161 20170421"
1161,20170422,513829,"1161 20170422"
1161,20170424,514008,"1161 20170424"
1161,20170425,514274,"1161 20170425"
1161,20170426,514361,"1161 20170426"
1161,20170427,514587,"1161 20170427"
1161,20170428,514752,"1161 20170428"
1161,20170502,515834,"1161 20170502"
1161,20170503,516029,"1161 20170503"
1161,20170504,516169,"1161 20170504"
1161,20170505,516346,"1161 20170505"
1161,20170508,516981,"1161 20170508"
1161,20170509,517267,"1161 20170509"
1161,20170510,517491,"1161 20170510"
1161,20170511,517661,"1161 20170511"
1161,20170512,517926,"1161 20170512"
1161,20170514,518239,"1161 20170514"
1161,20170515,518363,"1161 20170515"
1161,20170516,518537,"1161 20170516"
1161,20170517,518920,"1161 20170517"
1161,20170518,519148,"1161 20170518"
1161,20170519,519389,"1161 20170519"
1161,20170520,519563,"1161 20170520"
1161,20170521,519807,"1161 20170521"
1161,20170522,520101,"1161 20170522"
1161,20170523,520261,"1161 20170523"
1161,20170524,520765,"1161 20170524"
1161,20170525,520884,"1161 20170525"
1161,20170526,521262,"1161 20170526"
1161,20170527,521489,"1161 20170527"
1161,20170528,521662,"1161 20170528"
1161,20170529,521901,"1161 20170529"
1161,20170530,522214,"1161 20170530"
1161,20170531,522394,"1161 20170531"
1161,20170602,523176,"1161 20170602"
1161,20170604,523979,"1161 20170604"
1161,20170605,524202,"1161 20170605"
1161,20170606,524445,"1161 20170606"
1161,20170607,524670,"1161 20170607"
1161,20170608,524958,"1161 20170608"
1161,20170609,525543,"1161 20170609"
1161,20170611,526531,"1161 20170611"
1161,20170612,526795,"1161 20170612"
1161,20170613,527272,"1161 20170613"
1161,20170614,527590,"1161 20170614"
1161,20170615,527590,"1161 20170615"
1161,20170616,528218,"1161 20170616"
1161,20170617,528440,"1161 20170617"
1161,20170618,528605,"1161 20170618"
1161,20170619,529112,"1161 20170619"
1161,20170620,529112,"1161 20170620"
1161,20170621,529565,"1161 20170621"
1161,20170622,532212,"1161 20170622"
1161,20170623,533093,"1161 20170623"
1161,20170624,533468,"1161 20170624"
1161,20170625,533766,"1161 20170625"
1161,20170627,534680,"1161 20170627"
1161,20170628,534966,"1161 20170628"
1161,20170629,535360,"1161 20170629"
1161,20170630,535496,"1161 20170630"
1447,20170101,892289,"1447 20170101"
1447,20170102,892268,"1447 20170102"
1447,20170103,892270,"1447 20170103"
1447,20170104,892290,"1447 20170104"
1447,20170105,892292,"1447 20170105"
1447,20170106,892319,"1447 20170106"
1447,20170107,892381,"1447 20170107"
1447,20170108,892373,"1447 20170108"
1447,20170109,892360,"1447 20170109"
1447,20170110,892397,"1447 20170110"
1447,20170111,892397,"1447 20170111"
1447,20170112,892413,"1447 20170112"
1447,20170113,892457,"1447 20170113"
1447,20170114,892476,"1447 20170114"
1447,20170115,892488,"1447 20170115"
1447,20170117,892548,"1447 20170117"
1447,20170118,892609,"1447 20170118"
1447,20170119,892603,"1447 20170119"
1447,20170120,892629,"1447 20170120"
1447,20170121,892607,"1447 20170121"
1447,20170122,892587,"1447 20170122"
1447,20170123,892609,"1447 20170123"
1447,20170124,892604,"1447 20170124"
1447,20170125,892618,"1447 20170125"
1447,20170126,892624,"1447 20170126"
1447,20170127,892636,"1447 20170127"
1447,20170128,892628,"1447 20170128"
1447,20170129,892639,"1447 20170129"
1447,20170130,892642,"1447 20170130"
1447,20170131,892628,"1447 20170131"
1447,20170201,892640,"1447 20170201"
1447,20170202,892681,"1447 20170202"
1447,20170203,892728,"1447 20170203"
1447,20170204,892724,"1447 20170204"
1447,20170205,892733,"1447 20170205"
1447,20170206,892732,"1447 20170206"
1447,20170207,892746,"1447 20170207"
1447,20170208,892783,"1447 20170208"
1447,20170209,892827,"1447 20170209"
1447,20170210,892812,"1447 20170210"
1447,20170211,892789,"1447 20170211"
1447,20170212,892832,"1447 20170212"
1447,20170213,892910,"1447 20170213"
1447,20170214,892884,"1447 20170214"
1447,20170215,892868,"1447 20170215"
1447,20170216,892901,"1447 20170216"
1447,20170217,892936,"1447 20170217"
1447,20170218,892950,"1447 20170218"
1447,20170219,892955,"1447 20170219"
1447,20170220,892971,"1447 20170220"
1447,20170221,892965,"1447 20170221"
1447,20170222,893016,"1447 20170222"
1447,20170223,893011,"1447 20170223"
1447,20170224,893068,"1447 20170224"
1447,20170225,893105,"1447 20170225"
1447,20170226,893111,"1447 20170226"
1447,20170227,893120,"1447 20170227"
1447,20170228,893153,"1447 20170228"
1447,20170301,893251,"1447 20170301"
1447,20170302,893354,"1447 20170302"
1447,20170303,893449,"1447 20170303"
1447,20170304,893472,"1447 20170304"
1447,20170305,893502,"1447 20170305"
1447,20170306,893522,"1447 20170306"
1447,20170307,893533,"1447 20170307"
1447,20170308,893569,"1447 20170308"
1447,20170309,893583,"1447 20170309"
1447,20170310,893610,"1447 20170310"
1447,20170311,893620,"1447 20170311"
1447,20170312,893611,"1447 20170312"
1447,20170313,893627,"1447 20170313"
1447,20170314,893687,"1447 20170314"
1447,20170315,893742,"1447 20170315"
1447,20170316,893770,"1447 20170316"
1447,20170317,893829,"1447 20170317"
1447,20170318,893906,"1447 20170318"
1447,20170319,893942,"1447 20170319"
1447,20170320,893969,"1447 20170320"
1447,20170321,894011,"1447 20170321"
1447,20170322,894029,"1447 20170322"
1447,20170323,894006,"1447 20170323"
1447,20170324,894025,"1447 20170324"
1447,20170325,894066,"1447 20170325"
1447,20170326,894038,"1447 20170326"
1447,20170327,894047,"1447 20170327"
1447,20170328,894065,"1447 20170328"
1447,20170329,894129,"1447 20170329"
1447,20170330,894139,"1447 20170330"
1447,20170331,894170,"1447 20170331"
1447,20170401,894156,"1447 20170401"
1447,20170402,894159,"1447 20170402"
1447,20170403,894187,"1447 20170403"
1447,20170404,894225,"1447 20170404"
1447,20170405,894190,"1447 20170405"
1447,20170406,894233,"1447 20170406"
1447,20170407,894280,"1447 20170407"
1447,20170408,894360,"1447 20170408"
1447,20170409,894413,"1447 20170409"
1447,20170410,894488,"1447 20170410"
1447,20170411,894519,"1447 20170411"
1447,20170412,894568,"1447 20170412"
1447,20170413,894613,"1447 20170413"
1447,20170414,894702,"1447 20170414"
1447,20170415,894733,"1447 20170415"
1447,20170416,894815,"1447 20170416"
1447,20170417,894851,"1447 20170417"
1447,20170418,894943,"1447 20170418"
1447,20170419,895015,"1447 20170419"
1447,20170420,895128,"1447 20170420"
1447,20170421,895226,"1447 20170421"
1447,20170422,895226,"1447 20170422"
1447,20170423,895226,"1447 20170423"
1447,20170424,895346,"1447 20170424"
1447,20170425,895431,"1447 20170425"
1447,20170426,895499,"1447 20170426"
1447,20170427,895532,"1447 20170427"
1447,20170428,895561,"1447 20170428"
1447,20170502,895689,"1447 20170502"
1447,20170503,895733,"1447 20170503"
1447,20170504,895747,"1447 20170504"
1447,20170505,895762,"1447 20170505"
1447,20170506,895798,"1447 20170506"
1447,20170507,895782,"1447 20170507"
1447,20170508,895828,"1447 20170508"
1447,20170509,895850,"1447 20170509"
1447,20170510,895870,"1447 20170510"
1447,20170511,895869,"1447 20170511"
1447,20170512,895879,"1447 20170512"
1447,20170513,895896,"1447 20170513"
1447,20170514,895906,"1447 20170514"
1447,20170515,895950,"1447 20170515"
1447,20170516,895992,"1447 20170516"
1447,20170517,896043,"1447 20170517"
1447,20170518,896077,"1447 20170518"
1447,20170519,896087,"1447 20170519"
1447,20170520,896044,"1447 20170520"
1447,20170521,896050,"1447 20170521"
1447,20170522,896042,"1447 20170522"
1447,20170523,896077,"1447 20170523"
1447,20170524,896171,"1447 20170524"
1447,20170525,896162,"1447 20170525"
1447,20170526,896185,"1447 20170526"
1447,20170527,896192,"1447 20170527"
1447,20170528,896181,"1447 20170528"
1447,20170529,896184,"1447 20170529"
1447,20170530,896216,"1447 20170530"
1447,20170531,896233,"1447 20170531"
1447,20170601,896247,"1447 20170601"
1447,20170602,896262,"1447 20170602"
1447,20170603,896298,"1447 20170603"
1447,20170604,896315,"1447 20170604"
1447,20170605,896326,"1447 20170605"
1447,20170606,896361,"1447 20170606"
1447,20170607,896401,"1447 20170607"
1447,20170608,896422,"1447 20170608"
1447,20170609,896517,"1447 20170609"
1447,20170610,896515,"1447 20170610"
1447,20170611,896611,"1447 20170611"
1447,20170612,896859,"1447 20170612"
1447,20170613,897017,"1447 20170613"
1447,20170614,897329,"1447 20170614"
1447,20170615,897367,"1447 20170615"
1447,20170616,897404,"1447 20170616"
1447,20170617,897413,"1447 20170617"
1447,20170618,897410,"1447 20170618"
1447,20170619,897423,"1447 20170619"
1447,20170620,897474,"1447 20170620"
1447,20170621,897528,"1447 20170621"
1447,20170622,897568,"1447 20170622"
1447,20170623,897599,"1447 20170623"
1447,20170624,897607,"1447 20170624"
1447,20170625,897646,"1447 20170625"
1447,20170626,897663,"1447 20170626"
1447,20170627,897698,"1447 20170627"
1447,20170628,897720,"1447 20170628"
1447,20170629,897735,"1447 20170629"
1447,20170630,897780,"1447 20170630"
1487,20170101,32338,"1487 20170101"
1487,20170102,32351,"1487 20170102"
1487,20170103,32350,"1487 20170103"
1487,20170104,32362,"1487 20170104"
1487,20170105,32368,"1487 20170105"
1487,20170106,32394,"1487 20170106"
1487,20170109,32424,"1487 20170109"
1487,20170110,32447,"1487 20170110"
1487,20170111,32450,"1487 20170111"
1487,20170112,32452,"1487 20170112"
1487,20170113,32455,"1487 20170113"
1487,20170116,32497,"1487 20170116"
1487,20170117,32503,"1487 20170117"
1487,20170118,32511,"1487 20170118"
1487,20170119,32524,"1487 20170119"
1487,20170120,32530,"1487 20170120"
1487,20170123,32544,"1487 20170123"
1487,20170124,32559,"1487 20170124"
1487,20170125,32573,"1487 20170125"
1487,20170126,32584,"1487 20170126"
1487,20170127,32588,"1487 20170127"
1487,20170130,32600,"1487 20170130"
1487,20170131,32610,"1487 20170131"
1487,20170201,32629,"1487 20170201"
1487,20170202,32641,"1487 20170202"
1487,20170203,32651,"1487 20170203"
1487,20170206,32662,"1487 20170206"
1487,20170207,32667,"1487 20170207"
1487,20170208,32683,"1487 20170208"
1487,20170209,32695,"1487 20170209"
1487,20170210,32706,"1487 20170210"
1487,20170213,32720,"1487 20170213"
1487,20170214,32726,"1487 20170214"
1487,20170215,32740,"1487 20170215"
1487,20170216,32760,"1487 20170216"
1487,20170217,32767,"1487 20170217"
1487,20170221,32798,"1487 20170221"
1487,20170222,32802,"1487 20170222"
1487,20170223,32797,"1487 20170223"
1487,20170224,32816,"1487 20170224"
1487,20170225,32821,"1487 20170225"
1487,20170227,32833,"1487 20170227"
1487,20170228,32849,"1487 20170228"
1487,20170301,32862,"1487 20170301"
1487,20170302,32880,"1487 20170302"
1487,20170303,32893,"1487 20170303"
1487,20170304,32901,"1487 20170304"
1487,20170306,32914,"1487 20170306"
1487,20170307,32931,"1487 20170307"
1487,20170308,32944,"1487 20170308"
1487,20170309,32960,"1487 20170309"
1487,20170310,32969,"1487 20170310"
1487,20170313,32988,"1487 20170313"
1487,20170314,33005,"1487 20170314"
1487,20170315,33007,"1487 20170315"
1487,20170316,33014,"1487 20170316"
1487,20170317,33032,"1487 20170317"
1487,20170318,33033,"1487 20170318"
1487,20170320,33050,"1487 20170320"
1487,20170321,33058,"1487 20170321"
1487,20170322,33070,"1487 20170322"
1487,20170323,33075,"1487 20170323"
1487,20170324,33089,"1487 20170324"
1487,20170327,33094,"1487 20170327"
1487,20170328,33106,"1487 20170328"
1487,20170329,33113,"1487 20170329"
1487,20170330,33124,"1487 20170330"
1487,20170331,33131,"1487 20170331"
1487,20170401,33135,"1487 20170401"
1487,20170403,33155,"1487 20170403"
1487,20170404,33159,"1487 20170404"
1487,20170406,33196,"1487 20170406"
1487,20170407,33206,"1487 20170407"
1487,20170408,33204,"1487 20170408"
1487,20170410,33203,"1487 20170410"
1487,20170411,33205,"1487 20170411"
1487,20170412,33212,"1487 20170412"
1487,20170413,33220,"1487 20170413"
1487,20170414,33229,"1487 20170414"
1487,20170415,33244,"1487 20170415"
1487,20170416,33239,"1487 20170416"
1487,20170417,33243,"1487 20170417"
1487,20170418,33265,"1487 20170418"
1487,20170419,33275,"1487 20170419"
1487,20170420,33285,"1487 20170420"
1487,20170421,33303,"1487 20170421"
1487,20170422,33303,"1487 20170422"
1487,20170423,33303,"1487 20170423"
1487,20170424,33312,"1487 20170424"
1487,20170425,33317,"1487 20170425"
1487,20170426,33343,"1487 20170426"
1487,20170427,33361,"1487 20170427"
1487,20170428,33369,"1487 20170428"
1487,20170502,33405,"1487 20170502"
1487,20170503,33430,"1487 20170503"
1487,20170504,33439,"1487 20170504"
1487,20170505,33441,"1487 20170505"
1487,20170506,33451,"1487 20170506"
1487,20170508,33467,"1487 20170508"
1487,20170509,33484,"1487 20170509"
1487,20170510,33489,"1487 20170510"
1487,20170511,33517,"1487 20170511"
1487,20170512,33539,"1487 20170512"
1487,20170515,33557,"1487 20170515"
1487,20170516,33575,"1487 20170516"
1487,20170517,33607,"1487 20170517"
1487,20170518,33618,"1487 20170518"
1487,20170519,33622,"1487 20170519"
1487,20170520,33634,"1487 20170520"
1487,20170521,33635,"1487 20170521"
1487,20170522,33635,"1487 20170522"
1487,20170523,33652,"1487 20170523"
1487,20170524,33661,"1487 20170524"
1487,20170525,33665,"1487 20170525"
1487,20170526,33676,"1487 20170526"
1487,20170527,33676,"1487 20170527"
1487,20170528,33683,"1487 20170528"
1487,20170529,33691,"1487 20170529"
1487,20170530,33704,"1487 20170530"
1487,20170531,33715,"1487 20170531"
1487,20170601,33724,"1487 20170601"
1487,20170602,33730,"1487 20170602"
1487,20170603,33735,"1487 20170603"
1487,20170604,33740,"1487 20170604"
1487,20170605,33740,"1487 20170605"
1487,20170606,33752,"1487 20170606"
1487,20170608,33774,"1487 20170608"
1487,20170609,33776,"1487 20170609"
1487,20170610,33778,"1487 20170610"
1487,20170612,33784,"1487 20170612"
1487,20170613,33804,"1487 20170613"
1487,20170614,33807,"1487 20170614"
1487,20170616,33830,"1487 20170616"
1487,20170618,33835,"1487 20170618"
1487,20170619,33835,"1487 20170619"
1487,20170620,33843,"1487 20170620"
1487,20170621,33854,"1487 20170621"
1487,20170622,33861,"1487 20170622"
1487,20170623,33873,"1487 20170623"
1487,20170624,33879,"1487 20170624"
1487,20170626,33884,"1487 20170626"
1487,20170627,33892,"1487 20170627"
1487,20170628,33902,"1487 20170628"
1487,20170629,33913,"1487 20170629"
1487,20170630,33919,"1487 20170630"
1659,20170103,2525,"1659 20170103"
1659,20170104,2526,"1659 20170104"
1659,20170105,2526,"1659 20170105"
1659,20170106,2525,"1659 20170106"
1659,20170109,2530,"1659 20170109"
1659,20170111,2531,"1659 20170111"
1659,20170112,2531,"1659 20170112"
1659,20170113,2531,"1659 20170113"
1659,20170116,2538,"1659 20170116"
1659,20170117,2539,"1659 20170117"
1659,20170118,2541,"1659 20170118"
1659,20170119,2540,"1659 20170119"
1659,20170120,2542,"1659 20170120"
1659,20170123,2544,"1659 20170123"
1659,20170124,2542,"1659 20170124"
1659,20170125,2546,"1659 20170125"
1659,20170126,2549,"1659 20170126"
1659,20170130,2550,"1659 20170130"
1659,20170131,2550,"1659 20170131"
1659,20170201,2553,"1659 20170201"
1659,20170202,2553,"1659 20170202"
1659,20170203,2555,"1659 20170203"
1659,20170204,2558,"1659 20170204"
1659,20170206,2560,"1659 20170206"
1659,20170207,2561,"1659 20170207"
1659,20170208,2561,"1659 20170208"
1659,20170209,2564,"1659 20170209"
1659,20170210,2564,"1659 20170210"
1659,20170213,2566,"1659 20170213"
1659,20170214,2568,"1659 20170214"
1659,20170215,2570,"1659 20170215"
1659,20170216,2570,"1659 20170216"
1659,20170217,2572,"1659 20170217"
1659,20170221,2573,"1659 20170221"
1659,20170222,2576,"1659 20170222"
1659,20170223,2577,"1659 20170223"
1659,20170224,2579,"1659 20170224"
1659,20170227,2583,"1659 20170227"
1659,20170228,2584,"1659 20170228"
1659,20170301,2584,"1659 20170301"
1659,20170302,2587,"1659 20170302"
1659,20170303,2589,"1659 20170303"
1659,20170306,2590,"1659 20170306"
1659,20170307,2590,"1659 20170307"
1659,20170308,2591,"1659 20170308"
1659,20170309,2596,"1659 20170309"
1659,20170310,2598,"1659 20170310"
1659,20170313,2599,"1659 20170313"
1659,20170314,2599,"1659 20170314"
1659,20170315,2601,"1659 20170315"
1659,20170316,2600,"1659 20170316"
1659,20170317,2601,"1659 20170317"
1659,20170320,2604,"1659 20170320"
1659,20170321,2607,"1659 20170321"
1659,20170322,2608,"1659 20170322"
1659,20170323,2609,"1659 20170323"
1659,20170324,2608,"1659 20170324"
1659,20170327,2609,"1659 20170327"
1659,20170328,2609,"1659 20170328"
1659,20170329,2612,"1659 20170329"
1659,20170330,2616,"1659 20170330"
1659,20170331,2620,"1659 20170331"
1659,20170403,2628,"1659 20170403"
1659,20170404,2628,"1659 20170404"
1659,20170405,2629,"1659 20170405"
1659,20170406,2628,"1659 20170406"
1659,20170407,2630,"1659 20170407"
1659,20170410,2634,"1659 20170410"
1659,20170411,2632,"1659 20170411"
1659,20170412,2632,"1659 20170412"
1659,20170413,2633,"1659 20170413"
1659,20170414,2636,"1659 20170414"
1659,20170417,2638,"1659 20170417"
1659,20170418,2637,"1659 20170418"
1659,20170419,2640,"1659 20170419"
1659,20170420,2641,"1659 20170420"
1659,20170421,2641,"1659 20170421"
1659,20170424,2641,"1659 20170424"
1659,20170425,2644,"1659 20170425"
1659,20170426,2643,"1659 20170426"
1659,20170427,2643,"1659 20170427"
1659,20170428,2643,"1659 20170428"
1659,20170502,2644,"1659 20170502"
1659,20170503,2644,"1659 20170503"
1659,20170504,2646,"1659 20170504"
1659,20170505,2646,"1659 20170505"
1659,20170508,2647,"1659 20170508"
1659,20170509,2649,"1659 20170509"
1659,20170510,2651,"1659 20170510"
1659,20170511,2653,"1659 20170511"
1659,20170512,2654,"1659 20170512"
1659,20170515,2657,"1659 20170515"
1659,20170516,2661,"1659 20170516"
1659,20170517,2661,"1659 20170517"
1659,20170518,2662,"1659 20170518"
1659,20170519,2667,"1659 20170519"
1659,20170522,2668,"1659 20170522"
1659,20170523,2669,"1659 20170523"
1659,20170524,2673,"1659 20170524"
1659,20170525,2674,"1659 20170525"
1659,20170526,2674,"1659 20170526"
1659,20170530,2675,"1659 20170530"
1659,20170531,2676,"1659 20170531"
1659,20170601,2677,"1659 20170601"
1659,20170602,2679,"1659 20170602"
1659,20170605,2680,"1659 20170605"
1659,20170606,2686,"1659 20170606"
1659,20170607,2687,"1659 20170607"
1659,20170608,2689,"1659 20170608"
1659,20170609,2692,"1659 20170609"
1659,20170612,2691,"1659 20170612"
1659,20170613,2694,"1659 20170613"
1659,20170614,2694,"1659 20170614"
1659,20170615,2695,"1659 20170615"
1659,20170616,2694,"1659 20170616"
1659,20170619,2695,"1659 20170619"
1659,20170620,2696,"1659 20170620"
1659,20170621,2696,"1659 20170621"
1659,20170622,2699,"1659 20170622"
1659,20170623,2701,"1659 20170623"
1659,20170626,2702,"1659 20170626"
1659,20170627,2702,"1659 20170627"
1659,20170628,2706,"1659 20170628"
1659,20170629,2707,"1659 20170629"
1659,20170630,2708,"1659 20170630"
1878,20170101,228646,"1878 20170101"
1878,20170102,228690,"1878 20170102"
1878,20170103,228693,"1878 20170103"
1878,20170104,228732,"1878 20170104"
1878,20170105,228762,"1878 20170105"
1878,20170106,228843,"1878 20170106"
1878,20170107,228877,"1878 20170107"
1878,20170108,228905,"1878 20170108"
1878,20170109,228977,"1878 20170109"
1878,20170110,229003,"1878 20170110"
1878,20170111,229040,"1878 20170111"
1878,20170112,229089,"1878 20170112"
1878,20170113,229156,"1878 20170113"
1878,20170114,229193,"1878 20170114"
1878,20170115,229215,"1878 20170115"
1878,20170116,229264,"1878 20170116"
1878,20170117,229298,"1878 20170117"
1878,20170118,229344,"1878 20170118"
1878,20170119,229416,"1878 20170119"
1878,20170120,229455,"1878 20170120"
1878,20170121,229478,"1878 20170121"
1878,20170122,229502,"1878 20170122"
1878,20170123,229530,"1878 20170123"
1878,20170124,229598,"1878 20170124"
1878,20170125,229639,"1878 20170125"
1878,20170126,229672,"1878 20170126"
1878,20170127,229703,"1878 20170127"
1878,20170128,229757,"1878 20170128"
1878,20170129,229794,"1878 20170129"
1878,20170130,229818,"1878 20170130"
1878,20170131,229881,"1878 20170131"
1878,20170201,229944,"1878 20170201"
1878,20170202,229992,"1878 20170202"
1878,20170203,230067,"1878 20170203"
1878,20170204,230073,"1878 20170204"
1878,20170205,230125,"1878 20170205"
1878,20170206,230174,"1878 20170206"
1878,20170207,230219,"1878 20170207"
1878,20170208,230280,"1878 20170208"
1878,20170209,230335,"1878 20170209"
1878,20170210,230365,"1878 20170210"
1878,20170211,230396,"1878 20170211"
1878,20170212,230440,"1878 20170212"
1878,20170213,230489,"1878 20170213"
1878,20170214,230532,"1878 20170214"
1878,20170215,230600,"1878 20170215"
1878,20170216,230629,"1878 20170216"
1878,20170217,230678,"1878 20170217"
1878,20170218,230713,"1878 20170218"
1878,20170219,230759,"1878 20170219"
1878,20170220,230783,"1878 20170220"
1878,20170221,230869,"1878 20170221"
1878,20170222,230899,"1878 20170222"
1878,20170223,230921,"1878 20170223"
1878,20170224,231050,"1878 20170224"
1878,20170225,231114,"1878 20170225"
1878,20170226,231167,"1878 20170226"
1878,20170227,231182,"1878 20170227"
1878,20170228,231337,"1878 20170228"
1878,20170301,231361,"1878 20170301"
1878,20170302,231456,"1878 20170302"
1878,20170303,231582,"1878 20170303"
1878,20170304,231632,"1878 20170304"
1878,20170305,231712,"1878 20170305"
1878,20170306,231761,"1878 20170306"
1878,20170307,231842,"1878 20170307"
1878,20170308,231907,"1878 20170308"
1878,20170309,231999,"1878 20170309"
1878,20170310,232049,"1878 20170310"
1878,20170311,232139,"1878 20170311"
1878,20170312,232209,"1878 20170312"
1878,20170313,232269,"1878 20170313"
1878,20170314,232370,"1878 20170314"
1878,20170315,232431,"1878 20170315"
1878,20170316,232553,"1878 20170316"
1878,20170317,232763,"1878 20170317"
1878,20170318,232865,"1878 20170318"
1878,20170319,233042,"1878 20170319"
1878,20170320,233232,"1878 20170320"
1878,20170321,233360,"1878 20170321"
1878,20170322,233513,"1878 20170322"
1878,20170323,233762,"1878 20170323"
1878,20170324,233950,"1878 20170324"
1878,20170325,234196,"1878 20170325"
1878,20170326,234347,"1878 20170326"
1878,20170327,234505,"1878 20170327"
1878,20170328,234780,"1878 20170328"
1878,20170329,234880,"1878 20170329"
1878,20170330,235241,"1878 20170330"
1878,20170331,235438,"1878 20170331"
1878,20170401,235589,"1878 20170401"
1878,20170402,235809,"1878 20170402"
1878,20170403,235930,"1878 20170403"
1878,20170404,236113,"1878 20170404"
1878,20170405,236365,"1878 20170405"
1878,20170406,236539,"1878 20170406"
1878,20170407,236749,"1878 20170407"
1878,20170408,236986,"1878 20170408"
1878,20170409,237142,"1878 20170409"
1878,20170410,237237,"1878 20170410"
1878,20170411,237401,"1878 20170411"
1878,20170412,237578,"1878 20170412"
1878,20170413,237769,"1878 20170413"
1878,20170414,238015,"1878 20170414"
1878,20170415,238175,"1878 20170415"
1878,20170416,238355,"1878 20170416"
1878,20170417,238607,"1878 20170417"
1878,20170418,238778,"1878 20170418"
1878,20170419,238848,"1878 20170419"
1878,20170420,239127,"1878 20170420"
1878,20170421,239748,"1878 20170421"
1878,20170422,239748,"1878 20170422"
1878,20170423,239748,"1878 20170423"
1878,20170424,239938,"1878 20170424"
1878,20170425,240086,"1878 20170425"
1878,20170426,240364,"1878 20170426"
1878,20170427,240562,"1878 20170427"
1878,20170428,240716,"1878 20170428"
1878,20170502,241561,"1878 20170502"
1878,20170504,241955,"1878 20170504"
1878,20170505,242200,"1878 20170505"
1878,20170506,242379,"1878 20170506"
1878,20170507,242686,"1878 20170507"
1878,20170508,242859,"1878 20170508"
1878,20170509,243003,"1878 20170509"
1878,20170510,243190,"1878 20170510"
1878,20170511,243470,"1878 20170511"
1878,20170512,243639,"1878 20170512"
1878,20170513,243870,"1878 20170513"
1878,20170514,244091,"1878 20170514"
1878,20170515,244270,"1878 20170515"
1878,20170516,244464,"1878 20170516"
1878,20170517,244704,"1878 20170517"
1878,20170518,244892,"1878 20170518"
